Id,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,modularity_class,betweenesscentrality,isfraud
99007,1,1,2,7621775,7621775,15243550,2,0.666667,30,0.000007,1
77724,1,1,2,7621775,7621775,15243550,1,1,30,0.000004,1
46022,1,0,1,7621775,0,7621775,0,0,30,0,1
58107,0,1,1,0,6937925,6937925,9,0.188679,31,0,0
95867,1,1,2,6937925,6937925,13875850,8,0.209302,31,0.000001,0
98698,1,1,2,6937925,6937925,13875850,7,0.235294,31,0.000002,1
67570,1,1,2,6937925,6937925,13875850,6,0.269231,31,0.000003,1
32548,2,1,3,7317053,6937925,14254978,5,0.315789,31,0.000004,1
55468,1,1,2,6937925,6937925,13875850,4,0.384615,31,0.000004,1
4017,1,1,2,6937925,6937925,13875850,3,0.5,31,0.000004,1
33174,1,2,3,6937925,10740284,17678209,2,0.75,31,0.000003,1
81173,1,1,2,6937925,6937925,13875850,1,1,31,0.000001,1
48265,1,0,1,6937925,0,6937925,0,0,31,0,1
34989,1,1,2,340443,5806795,6147238,15,0.129032,32,0.000002,0
47569,1,1,2,5806795,5806795,11613590,14,0.138889,32,0.000004,0
54151,1,1,2,5806795,5806795,11613590,13,0.150538,32,0.000005,1
44075,2,2,4,7194650,6968735,14163385,12,0.164557,32,0.000008,1
55646,1,1,2,5806795,5806795,11613590,11,0.166667,32,0.000008,1
86023,1,1,2,5806795,5806795,11613590,10,0.181818,32,0.000009,1
65468,1,1,2,5806795,5806795,11613590,9,0.2,32,0.000009,1
70267,1,1,2,5806795,5806795,11613590,8,0.222222,32,0.000009,1
93794,1,1,2,5806795,5806795,11613590,7,0.25,32,0.000009,1
98765,1,1,2,5806795,5806795,11613590,6,0.285714,32,0.000008,1
75873,1,1,2,5806795,5806795,11613590,5,0.333333,32,0.000008,1
57428,1,1,2,5806795,5806795,11613590,4,0.4,32,0.000007,1
55403,1,1,2,5806795,5806795,11613590,3,0.5,32,0.000005,1
21474,1,1,2,5806795,5806795,11613590,2,0.666667,32,0.000004,1
47698,1,1,2,5806795,5806795,11613590,1,1,32,0.000002,1
82632,1,0,1,5806795,0,5806795,0,0,32,0,1
21697,0,1,1,0,6738027,6738027,17,0.111111,33,0,0
31137,1,1,2,6738027,6738027,13476054,16,0.117647,33,0.000002,0
57938,1,1,2,6738027,6738027,13476054,15,0.125,33,0.000004,1
41703,3,1,4,13835977,6738027,20574004,14,0.133333,33,0.000011,1
46047,1,1,2,6738027,6738027,13476054,13,0.142857,33,0.000011,1
74994,1,1,2,6738027,6738027,13476054,12,0.153846,33,0.000012,1
23866,1,1,2,6738027,6738027,13476054,11,0.166667,33,0.000012,1
91137,1,1,2,6738027,6738027,13476054,10,0.181818,33,0.000013,1
12080,1,1,2,6738027,6738027,13476054,9,0.2,33,0.000012,1
67573,1,1,2,6738027,6738027,13476054,8,0.222222,33,0.000012,1
21941,1,1,2,6738027,6738027,13476054,7,0.25,33,0.000011,1
76094,1,1,2,6738027,6738027,13476054,6,0.285714,33,0.000011,1
78341,1,1,2,6738027,6738027,13476054,5,0.333333,33,0.000009,1
81126,1,1,2,6738027,6738027,13476054,4,0.4,33,0.000008,1
2720,1,1,2,6738027,6738027,13476054,3,0.5,33,0.000006,1
12602,1,1,2,6738027,6738027,13476054,2,0.666667,33,0.000005,1
39850,1,1,2,6738027,6738027,13476054,1,1,33,0.000002,1
12122,1,0,1,6738027,0,6738027,0,0,33,0,1
13911,0,1,1,0,7525659,7525659,17,0.111111,34,0,0
92420,1,1,2,7525659,7525659,15051318,16,0.117647,34,0.000002,0
31871,1,1,2,7525659,7525659,15051318,15,0.125,34,0.000004,1
861,1,1,2,7525659,7525659,15051318,14,0.133333,34,0.000005,1
56503,1,1,2,7525659,7525659,15051318,13,0.142857,34,0.000007,1
12445,1,1,2,7525659,7525659,15051318,12,0.153846,34,0.000008,1
97343,1,1,2,7525659,7525659,15051318,11,0.166667,34,0.000008,1
12363,1,1,2,7525659,7525659,15051318,10,0.181818,34,0.000009,1
60363,1,1,2,7525659,7525659,15051318,9,0.2,34,0.000009,1
29297,1,1,2,7525659,7525659,15051318,8,0.222222,34,0.000009,1
27522,1,1,2,7525659,7525659,15051318,7,0.25,34,0.000009,1
59201,1,1,2,7525659,7525659,15051318,6,0.285714,34,0.000008,1
38897,1,1,2,7525659,7525659,15051318,5,0.333333,34,0.000008,1
24193,1,1,2,7525659,7525659,15051318,4,0.4,34,0.000007,1
31031,1,1,2,7525659,7525659,15051318,3,0.5,34,0.000005,1
51196,1,1,2,7525659,7525659,15051318,2,0.666667,34,0.000004,1
92222,1,1,2,7525659,7525659,15051318,1,1,34,0.000002,1
78300,1,0,1,7525659,0,7525659,0,0,34,0,1
3508,0,1,1,0,328814,328814,9,0.22,20,0,1
28046,19,2,21,6247468,6224600,12472068,8,0.25641,20,0.000024,0
13772,0,1,1,0,328814,328814,9,0.22,20,0,1
75661,0,1,1,0,328814,328814,9,0.22,20,0,1
46526,0,1,1,0,328814,328814,9,0.22,20,0,1
34227,0,1,1,0,328814,328814,9,0.22,20,0,1
3714,0,1,1,0,328814,328814,9,0.22,20,0,1
2658,0,1,1,0,328814,328814,9,0.22,20,0,1
8221,0,1,1,0,328814,328814,9,0.22,20,0,1
23177,0,1,1,0,328814,328814,9,0.22,20,0,1
6847,0,1,1,0,328814,328814,9,0.22,20,0,1
70416,0,1,1,0,328814,328814,9,0.22,20,0,1
67248,0,1,1,0,328814,328814,9,0.22,20,0,1
93447,0,1,1,0,328814,328814,9,0.22,20,0,1
45366,0,1,1,0,328814,328814,9,0.22,20,0,1
91907,0,1,1,0,328814,328814,9,0.22,20,0,1
89933,0,1,1,0,328814,328814,9,0.22,20,0,1
48369,0,1,1,0,328814,328814,9,0.22,20,0,1
26481,0,1,1,0,328815,328815,9,0.22,20,0,1
82518,0,1,1,0,328815,328815,9,0.22,20,0,1
87410,0,1,1,0,222031,222031,1,1,56,0,1
90946,23,0,23,5106732,0,5106732,0,0,56,0,0
63097,0,1,1,0,222031,222031,1,1,56,0,1
66494,0,1,1,0,222031,222031,1,1,56,0,1
18860,0,1,1,0,222031,222031,1,1,56,0,1
77175,0,1,1,0,222032,222032,1,1,56,0,1
20337,0,2,2,0,683061,683061,1,1,56,0,1
91453,0,1,1,0,222032,222032,1,1,56,0,1
50842,0,1,1,0,222032,222032,1,1,56,0,1
92791,0,1,1,0,222032,222032,1,1,56,0,1
13618,0,1,1,0,222032,222032,1,1,56,0,1
54048,0,1,1,0,222032,222032,1,1,56,0,1
83487,0,1,1,0,222032,222032,1,1,56,0,1
23289,0,1,1,0,222032,222032,1,1,56,0,1
1133,0,1,1,0,222032,222032,1,1,56,0,1
24249,0,1,1,0,222032,222032,1,1,56,0,1
82454,0,1,1,0,222032,222032,1,1,56,0,1
23803,0,1,1,0,222032,222032,1,1,56,0,1
19584,0,1,1,0,222032,222032,1,1,56,0,1
67950,0,1,1,0,222032,222032,1,1,56,0,1
34685,0,1,1,0,222032,222032,1,1,56,0,1
98981,0,1,1,0,222032,222032,1,1,56,0,1
17988,0,1,1,0,222032,222032,1,1,56,0,1
185,0,1,1,0,518689,518689,1,1,131,0,1
6477,16,0,16,9789343,0,9789343,0,0,131,0,0
58026,0,1,1,0,518689,518689,1,1,131,0,1
73371,0,1,1,0,518689,518689,1,1,131,0,1
64845,0,1,1,0,518689,518689,1,1,131,0,1
58869,0,1,1,0,518689,518689,1,1,131,0,1
78041,0,1,1,0,518689,518689,1,1,131,0,1
8400,0,1,1,0,518689,518689,1,1,131,0,1
3361,0,1,1,0,518689,518689,1,1,131,0,1
94130,0,1,1,0,518689,518689,1,1,131,0,1
47205,0,1,1,0,518689,518689,1,1,131,0,1
23636,0,1,1,0,518689,518689,1,1,131,0,1
19626,0,1,1,0,518689,518689,1,1,131,0,1
46307,0,1,1,0,518690,518690,1,1,131,0,1
26783,0,1,1,0,518690,518690,1,1,131,0,1
77238,0,1,1,0,288350,288350,3,0.5,35,0,1
61346,25,1,26,11445775,1797531,13243306,2,0.666667,35,0.000008,0
33443,0,1,1,0,288350,288350,3,0.5,35,0,1
38007,0,1,1,0,288350,288350,3,0.5,35,0,1
23784,0,2,2,0,3371813,3371813,3,0.555556,35,0,1
46627,0,2,2,0,4337894,4337894,3,0.571429,35,0,1
88916,0,1,1,0,288350,288350,3,0.5,35,0,1
86756,0,1,1,0,288350,288350,3,0.5,35,0,1
64716,0,1,1,0,288350,288350,3,0.5,35,0,1
84051,0,1,1,0,288350,288350,3,0.5,35,0,1
82508,0,1,1,0,288350,288350,3,0.5,35,0,1
61286,0,1,1,0,288350,288350,3,0.5,35,0,1
99179,0,1,1,0,288350,288350,3,0.5,35,0,1
20814,0,1,1,0,288350,288350,3,0.5,35,0,1
19682,0,1,1,0,288350,288350,3,0.5,35,0,1
52890,0,1,1,0,288350,288350,3,0.5,35,0,1
53113,0,1,1,0,288350,288350,3,0.5,35,0,1
98174,0,1,1,0,288350,288350,3,0.5,35,0,1
53589,0,1,1,0,288350,288350,3,0.5,35,0,1
20451,1,1,2,2722773,288350,3011123,3,0.5,35,0,1
19833,0,1,1,0,288351,288351,3,0.5,35,0,1
33427,0,1,1,0,288351,288351,3,0.5,35,0,1
7181,0,1,1,0,288351,288351,3,0.5,35,0,1
92983,0,1,1,0,288351,288351,3,0.5,35,0,1
68789,0,1,1,0,1342478,1342478,1,1,12,0,1
18165,6,0,6,11124975,0,11124975,0,0,12,0,0
21067,0,2,2,0,1557978,1557978,2,0.75,12,0,1
65809,0,1,1,0,1342478,1342478,1,1,12,0,1
83145,0,1,1,0,1342479,1342479,1,1,12,0,1
25563,0,1,1,0,652281,652281,1,1,388,0,1
9987,12,0,12,8037497,0,8037497,0,0,388,0,0
86657,0,1,1,0,652281,652281,1,1,388,0,1
78922,0,1,1,0,652281,652281,1,1,388,0,1
91710,0,1,1,0,652281,652281,1,1,388,0,1
98646,0,1,1,0,652281,652281,1,1,388,0,1
70703,0,1,1,0,652281,652281,1,1,388,0,1
87579,0,1,1,0,652281,652281,1,1,388,0,1
4387,0,1,1,0,652281,652281,1,1,388,0,1
89776,0,1,1,0,652281,652281,1,1,388,0,1
5908,0,1,1,0,652281,652281,1,1,388,0,1
43528,0,1,1,0,652282,652282,1,1,388,0,1
76945,0,1,1,0,335914,335914,1,1,36,0,1
59470,23,0,23,7726033,0,7726033,0,0,36,0,0
64186,0,1,1,0,335914,335914,1,1,36,0,1
863,0,1,1,0,335914,335914,1,1,36,0,1
49822,0,1,1,0,335914,335914,1,1,36,0,1
19706,0,1,1,0,335914,335914,1,1,36,0,1
21777,0,1,1,0,335914,335914,1,1,36,0,1
38586,1,1,2,1588697,335914,1924611,1,1,36,0,1
65014,0,1,1,0,335914,335914,1,1,36,0,1
4862,0,1,1,0,335914,335914,1,1,36,0,1
65944,0,1,1,0,335914,335914,1,1,36,0,1
10011,0,1,1,0,335914,335914,1,1,36,0,1
1916,0,1,1,0,335914,335914,1,1,36,0,1
37651,0,1,1,0,335915,335915,1,1,36,0,1
91064,0,1,1,0,335915,335915,1,1,36,0,1
49879,0,1,1,0,335915,335915,1,1,36,0,1
88336,0,1,1,0,335915,335915,1,1,36,0,1
77247,0,1,1,0,335915,335915,1,1,36,0,1
13183,0,1,1,0,335915,335915,1,1,36,0,1
11647,0,1,1,0,335915,335915,1,1,36,0,1
46359,0,1,1,0,335915,335915,1,1,36,0,1
41405,0,1,1,0,335915,335915,1,1,36,0,1
26097,0,1,1,0,335915,335915,1,1,36,0,1
69397,0,1,1,0,335915,335915,1,1,36,0,1
35866,0,1,1,0,335248,335248,1,1,37,0,1
35270,22,0,22,7375472,0,7375472,0,0,37,0,0
38833,0,1,1,0,335248,335248,1,1,37,0,1
10607,0,1,1,0,335248,335248,1,1,37,0,1
27119,0,1,1,0,335248,335248,1,1,37,0,1
15486,0,1,1,0,335248,335248,1,1,37,0,1
45257,0,1,1,0,335248,335248,1,1,37,0,1
51984,0,1,1,0,335249,335249,1,1,37,0,1
55321,0,1,1,0,335249,335249,1,1,37,0,1
25847,0,1,1,0,335249,335249,1,1,37,0,1
74350,0,1,1,0,335249,335249,1,1,37,0,1
45645,0,1,1,0,335249,335249,1,1,37,0,1
26144,0,1,1,0,335249,335249,1,1,37,0,1
195,0,1,1,0,335249,335249,1,1,37,0,1
67040,0,1,1,0,335249,335249,1,1,37,0,1
10681,0,1,1,0,335249,335249,1,1,37,0,1
67565,0,1,1,0,335249,335249,1,1,37,0,1
91877,0,1,1,0,335249,335249,1,1,37,0,1
41461,1,1,2,2686717,335249,3021966,1,1,37,0,1
68821,0,1,1,0,335249,335249,1,1,37,0,1
80604,0,1,1,0,335249,335249,1,1,37,0,1
75203,0,1,1,0,335249,335249,1,1,37,0,1
80621,0,1,1,0,335249,335249,1,1,37,0,1
14648,0,1,1,0,422087,422087,1,1,294,0,1
3329,14,0,14,5909223,0,5909223,0,0,294,0,0
33004,0,1,1,0,422087,422087,1,1,294,0,1
83005,0,1,1,0,422087,422087,1,1,294,0,1
91170,0,1,1,0,422087,422087,1,1,294,0,1
90598,0,2,2,0,3369171,3369171,2,0.75,294,0,1
45283,0,1,1,0,422087,422087,1,1,294,0,1
99667,0,1,1,0,422087,422087,1,1,294,0,1
43452,0,1,1,0,422087,422087,1,1,294,0,1
4089,0,1,1,0,422087,422087,1,1,294,0,1
54477,0,1,1,0,422088,422088,1,1,294,0,1
43041,0,1,1,0,422088,422088,1,1,294,0,1
56477,0,1,1,0,422088,422088,1,1,294,0,1
95692,1,1,2,4689476,422088,5111564,1,1,294,0,1
34586,0,1,1,0,422088,422088,1,1,294,0,1
5927,0,1,1,0,671096,671096,1,1,38,0,1
78494,11,0,11,7382060,0,7382060,0,0,38,0,0
26735,0,1,1,0,671096,671096,1,1,38,0,1
91357,0,1,1,0,671096,671096,1,1,38,0,1
2855,0,1,1,0,671096,671096,1,1,38,0,1
5964,0,1,1,0,671096,671096,1,1,38,0,1
97813,0,1,1,0,671096,671096,1,1,38,0,1
59819,0,1,1,0,671096,671096,1,1,38,0,1
14528,0,1,1,0,671097,671097,1,1,38,0,1
2289,0,1,1,0,671097,671097,1,1,38,0,1
86267,0,1,1,0,671097,671097,1,1,38,0,1
88642,0,1,1,0,671097,671097,1,1,38,0,1
8130,0,1,1,0,525626,525626,1,1,242,0,1
14943,14,0,14,7358775,0,7358775,0,0,242,0,0
19621,0,1,1,0,525626,525626,1,1,242,0,1
42723,1,1,2,1269134,525627,1794761,1,1,242,0,1
79857,0,1,1,0,525627,525627,1,1,242,0,1
60514,0,1,1,0,525627,525627,1,1,242,0,1
44454,0,1,1,0,525627,525627,1,1,242,0,1
60370,0,1,1,0,525627,525627,1,1,242,0,1
2064,0,1,1,0,525627,525627,1,1,242,0,1
62418,0,1,1,0,525627,525627,1,1,242,0,1
11340,0,1,1,0,525627,525627,1,1,242,0,1
27771,0,2,2,0,1603301,1603301,1,1,242,0,1
18220,0,1,1,0,525627,525627,1,1,242,0,1
74485,0,1,1,0,525627,525627,1,1,242,0,1
6709,0,1,1,0,268781,268781,1,1,316,0,1
83988,24,0,24,6450762,0,6450762,0,0,316,0,0
17928,0,1,1,0,268781,268781,1,1,316,0,1
27234,0,1,1,0,268781,268781,1,1,316,0,1
89991,0,1,1,0,268781,268781,1,1,316,0,1
56885,0,1,1,0,268781,268781,1,1,316,0,1
6762,1,1,2,1707322,268781,1976103,1,1,316,0,1
18238,0,1,1,0,268782,268782,1,1,316,0,1
86712,0,1,1,0,268782,268782,1,1,316,0,1
45183,0,1,1,0,268782,268782,1,1,316,0,1
76123,0,1,1,0,268782,268782,1,1,316,0,1
17617,0,1,1,0,268782,268782,1,1,316,0,1
72998,0,1,1,0,268782,268782,1,1,316,0,1
52661,0,1,1,0,268782,268782,1,1,316,0,1
50574,0,1,1,0,268782,268782,1,1,316,0,1
18529,0,1,1,0,268782,268782,1,1,316,0,1
2266,0,1,1,0,268782,268782,1,1,316,0,1
48134,0,1,1,0,268782,268782,1,1,316,0,1
6754,0,1,1,0,268782,268782,1,1,316,0,1
11196,0,1,1,0,268782,268782,1,1,316,0,1
53924,0,1,1,0,268782,268782,1,1,316,0,1
58557,0,1,1,0,268782,268782,1,1,316,0,1
54418,0,1,1,0,268782,268782,1,1,316,0,1
39837,0,1,1,0,268782,268782,1,1,316,0,1
69085,0,1,1,0,268782,268782,1,1,316,0,1
13790,0,1,1,0,594522,594522,1,1,39,0,1
78030,12,0,12,7134273,0,7134273,0,0,39,0,0
70749,0,1,1,0,594522,594522,1,1,39,0,1
12655,0,1,1,0,594522,594522,1,1,39,0,1
71215,0,1,1,0,594523,594523,1,1,39,0,1
20874,0,1,1,0,594523,594523,1,1,39,0,1
6547,0,1,1,0,594523,594523,1,1,39,0,1
71529,0,1,1,0,594523,594523,1,1,39,0,1
13685,0,1,1,0,594523,594523,1,1,39,0,1
82303,0,1,1,0,594523,594523,1,1,39,0,1
97550,0,1,1,0,594523,594523,1,1,39,0,1
48013,0,1,1,0,594523,594523,1,1,39,0,1
66456,0,1,1,0,363045,363045,2,0.666667,405,0,1
31163,19,1,20,10812042,2395386,13207428,1,1,405,0.000002,0
61774,0,1,1,0,363046,363046,2,0.666667,405,0,1
34552,0,1,1,0,363046,363046,2,0.666667,405,0,1
94982,0,1,1,0,363046,363046,2,0.666667,405,0,1
65081,0,1,1,0,363046,363046,2,0.666667,405,0,1
5217,0,1,1,0,363046,363046,2,0.666667,405,0,1
25790,0,1,1,0,363046,363046,2,0.666667,405,0,1
81191,0,1,1,0,363046,363046,2,0.666667,405,0,1
57980,0,1,1,0,363046,363046,2,0.666667,405,0,1
31598,0,1,1,0,363046,363046,2,0.666667,405,0,1
37806,0,1,1,0,363046,363046,2,0.666667,405,0,1
73783,0,1,1,0,363046,363046,2,0.666667,405,0,1
91324,0,1,1,0,363046,363046,2,0.666667,405,0,1
38932,0,1,1,0,363046,363046,2,0.666667,405,0,1
52383,0,1,1,0,363046,363046,2,0.666667,405,0,1
30335,0,1,1,0,363046,363046,2,0.666667,405,0,1
87057,0,1,1,0,363046,363046,2,0.666667,405,0,1
59658,0,1,1,0,363046,363046,2,0.666667,405,0,1
62857,0,1,1,0,376890,376890,4,0.384615,40,0,1
94670,16,1,17,6030242,4947130,10977372,3,0.5,40,0.000015,0
50560,0,1,1,0,376890,376890,4,0.384615,40,0,1
78834,0,1,1,0,376890,376890,4,0.384615,40,0,1
93386,0,1,1,0,376890,376890,4,0.384615,40,0,1
24207,0,1,1,0,376890,376890,4,0.384615,40,0,1
40873,0,1,1,0,376890,376890,4,0.384615,40,0,1
52083,0,1,1,0,376890,376890,4,0.384615,40,0,1
83080,0,1,1,0,376890,376890,4,0.384615,40,0,1
80596,0,1,1,0,376890,376890,4,0.384615,40,0,1
84618,1,1,2,1427598,376890,1804488,4,0.384615,5,0.000008,1
572,0,1,1,0,376890,376890,4,0.384615,40,0,1
54587,0,1,1,0,376890,376890,4,0.384615,40,0,1
52697,1,1,2,4558464,376890,4935354,4,0.384615,40,0.000001,1
56626,0,1,1,0,376890,376890,4,0.384615,40,0,1
98788,0,1,1,0,376891,376891,4,0.384615,40,0,1
44299,0,1,1,0,376891,376891,4,0.384615,40,0,1
82471,0,1,1,0,288956,288956,1,1,41,0,1
77952,26,0,26,7512863,0,7512863,0,0,41,0,0
7637,0,1,1,0,288956,288956,1,1,41,0,1
39500,0,1,1,0,288956,288956,1,1,41,0,1
42776,0,1,1,0,288956,288956,1,1,41,0,1
75872,0,1,1,0,288956,288956,1,1,41,0,1
93198,0,1,1,0,288956,288956,1,1,41,0,1
97709,0,1,1,0,288956,288956,1,1,41,0,1
22992,0,1,1,0,288956,288956,1,1,41,0,1
98881,0,1,1,0,288956,288956,1,1,41,0,1
71324,0,1,1,0,288956,288956,1,1,41,0,1
1126,0,1,1,0,288956,288956,1,1,41,0,1
51853,0,1,1,0,288956,288956,1,1,41,0,1
60346,0,1,1,0,288956,288956,1,1,41,0,1
89733,0,1,1,0,288956,288956,1,1,41,0,1
56678,0,1,1,0,288956,288956,1,1,41,0,1
33236,0,1,1,0,288956,288956,1,1,41,0,1
40198,0,1,1,0,288956,288956,1,1,41,0,1
9287,0,1,1,0,288956,288956,1,1,41,0,1
1549,0,2,2,0,5228141,5228141,2,0.75,41,0,1
35428,0,1,1,0,288957,288957,1,1,41,0,1
71059,1,1,2,4711577,288957,5000534,1,1,41,0,1
51016,0,1,1,0,288957,288957,1,1,41,0,1
41568,0,1,1,0,288957,288957,1,1,41,0,1
16346,0,1,1,0,288957,288957,1,1,41,0,1
75319,0,1,1,0,288957,288957,1,1,41,0,1
50625,0,1,1,0,288957,288957,1,1,41,0,1
75610,0,1,1,0,349000,349000,3,0.454545,15,0,1
89131,20,2,22,6980013,2550712,9530725,2,0.666667,15,0.000012,0
42988,0,1,1,0,349000,349000,3,0.454545,15,0,1
99078,0,1,1,0,349000,349000,3,0.454545,15,0,1
86998,0,1,1,0,349000,349000,3,0.454545,15,0,1
23147,0,1,1,0,349000,349000,3,0.454545,15,0,1
77645,0,1,1,0,349000,349000,3,0.454545,15,0,1
35651,0,1,1,0,349000,349000,3,0.454545,15,0,1
3854,1,1,2,4849662,349001,5198663,3,0.454545,15,0.000002,1
4443,0,1,1,0,349001,349001,3,0.454545,15,0,1
58609,0,1,1,0,349001,349001,3,0.454545,15,0,1
9735,0,1,1,0,349001,349001,3,0.454545,15,0,1
43663,0,1,1,0,349001,349001,3,0.454545,15,0,1
66349,0,1,1,0,349001,349001,3,0.454545,15,0,1
23161,0,1,1,0,349001,349001,3,0.454545,15,0,1
26248,0,1,1,0,349001,349001,3,0.454545,15,0,1
59605,0,1,1,0,349001,349001,3,0.454545,15,0,1
98642,0,1,1,0,349001,349001,3,0.454545,15,0,1
93778,0,1,1,0,349001,349001,3,0.454545,15,0,1
88746,0,1,1,0,349001,349001,3,0.454545,15,0,1
75054,0,1,1,0,349001,349001,3,0.454545,15,0,1
53219,0,1,1,0,215499,215499,2,0.666667,41,0,1
86903,27,1,28,5818480,3934608,9753088,1,1,41,0.000004,0
50275,1,2,3,3334081,3486357,6820438,7,0.290323,13,0.000001,1
46184,0,1,1,0,215499,215499,2,0.666667,41,0,1
78804,0,1,1,0,215499,215499,2,0.666667,41,0,1
18690,0,1,1,0,215499,215499,2,0.666667,41,0,1
46802,0,1,1,0,215499,215499,2,0.666667,41,0,1
22049,0,2,2,0,520852,520852,2,0.75,41,0,1
85286,0,1,1,0,215499,215499,2,0.666667,41,0,1
67817,0,1,1,0,215499,215499,2,0.666667,41,0,1
51273,0,1,1,0,215499,215499,2,0.666667,41,0,1
23801,0,1,1,0,215499,215499,2,0.666667,41,0,1
63314,0,1,1,0,215499,215499,2,0.666667,41,0,1
78644,0,1,1,0,215499,215499,2,0.666667,41,0,1
79739,0,1,1,0,215499,215499,2,0.666667,41,0,1
35926,1,1,2,3992582,215499,4208081,2,0.666667,41,0.000001,1
86344,0,1,1,0,215499,215499,2,0.666667,41,0,1
66835,0,1,1,0,215499,215499,2,0.666667,41,0,1
10404,0,1,1,0,215499,215499,2,0.666667,41,0,1
47413,0,1,1,0,215499,215499,2,0.666667,41,0,1
100000,0,1,1,0,215499,215499,2,0.666667,41,0,1
4348,0,1,1,0,215500,215500,2,0.666667,41,0,1
2486,0,1,1,0,215500,215500,2,0.666667,41,0,1
75059,0,1,1,0,215500,215500,2,0.666667,41,0,1
25848,0,1,1,0,215500,215500,2,0.666667,41,0,1
81680,0,1,1,0,215500,215500,2,0.666667,41,0,1
55920,0,1,1,0,215500,215500,2,0.666667,41,0,1
6285,0,1,1,0,386525,386525,1,1,42,0,1
18941,20,0,20,7730518,0,7730518,0,0,42,0,0
52830,0,1,1,0,386525,386525,1,1,42,0,1
29188,0,1,1,0,386526,386526,1,1,42,0,1
31821,0,1,1,0,386526,386526,1,1,42,0,1
67272,0,1,1,0,386526,386526,1,1,42,0,1
59142,0,1,1,0,386526,386526,1,1,42,0,1
88826,0,1,1,0,386526,386526,1,1,42,0,1
11058,0,1,1,0,386526,386526,1,1,42,0,1
21206,0,1,1,0,386526,386526,1,1,42,0,1
34047,0,1,1,0,386526,386526,1,1,42,0,1
45667,0,1,1,0,386526,386526,1,1,42,0,1
87623,0,1,1,0,386526,386526,1,1,42,0,1
87578,0,1,1,0,386526,386526,1,1,42,0,1
62587,0,1,1,0,386526,386526,1,1,42,0,1
51916,0,1,1,0,386526,386526,1,1,42,0,1
66755,0,1,1,0,386526,386526,1,1,42,0,1
37661,0,1,1,0,386526,386526,1,1,42,0,1
83585,0,1,1,0,386526,386526,1,1,42,0,1
71048,0,1,1,0,386526,386526,1,1,42,0,1
79112,0,1,1,0,386526,386526,1,1,42,0,1
9373,0,2,2,0,5136128,5136128,2,0.75,43,0,1
86839,16,0,16,7651121,0,7651121,0,0,43,0,0
85972,0,1,1,0,478195,478195,1,1,43,0,1
65676,0,1,1,0,478195,478195,1,1,43,0,1
95970,0,1,1,0,478195,478195,1,1,43,0,1
43742,0,1,1,0,478195,478195,1,1,43,0,1
68061,0,1,1,0,478195,478195,1,1,43,0,1
43372,0,1,1,0,478195,478195,1,1,43,0,1
23506,0,1,1,0,478195,478195,1,1,43,0,1
75295,0,1,1,0,478195,478195,1,1,43,0,1
44499,0,1,1,0,478195,478195,1,1,43,0,1
26220,0,1,1,0,478195,478195,1,1,43,0,1
239,0,1,1,0,478195,478195,1,1,43,0,1
58473,0,1,1,0,478195,478195,1,1,43,0,1
46161,0,1,1,0,478195,478195,1,1,43,0,1
17130,0,1,1,0,478195,478195,1,1,43,0,1
59524,0,1,1,0,478196,478196,1,1,43,0,1
89495,0,1,1,0,226478,226478,1,1,392,0,1
42168,28,0,28,6341411,0,6341411,0,0,392,0,0
70669,0,2,2,0,1851306,1851306,2,0.75,392,0,1
4474,0,1,1,0,226479,226479,1,1,392,0,1
80584,0,1,1,0,226479,226479,1,1,392,0,1
84640,0,1,1,0,226479,226479,1,1,392,0,1
32144,0,1,1,0,226479,226479,1,1,392,0,1
5185,0,1,1,0,226479,226479,1,1,392,0,1
70960,0,1,1,0,226479,226479,1,1,392,0,1
14355,0,1,1,0,226479,226479,1,1,392,0,1
52112,0,1,1,0,226479,226479,1,1,392,0,1
5128,0,1,1,0,226479,226479,1,1,392,0,1
73501,0,1,1,0,226479,226479,1,1,392,0,1
9232,0,1,1,0,226479,226479,1,1,392,0,1
226,0,1,1,0,226479,226479,1,1,392,0,1
10195,0,1,1,0,226479,226479,1,1,392,0,1
49635,0,1,1,0,226479,226479,1,1,392,0,1
71600,0,1,1,0,226479,226479,1,1,392,0,1
47522,1,1,2,652264,226479,878743,1,1,392,0,1
78150,0,1,1,0,226479,226479,1,1,392,0,1
59800,0,1,1,0,226479,226479,1,1,392,0,1
6953,0,1,1,0,226479,226479,1,1,392,0,1
26096,0,1,1,0,226479,226479,1,1,392,0,1
33510,0,1,1,0,226479,226479,1,1,392,0,1
67834,0,1,1,0,226479,226479,1,1,392,0,1
12431,0,1,1,0,226479,226479,1,1,392,0,1
14309,0,1,1,0,226479,226479,1,1,392,0,1
73320,0,1,1,0,226479,226479,1,1,392,0,1
53121,0,1,1,0,226479,226479,1,1,392,0,1
3821,0,1,1,0,361845,361845,2,0.666667,22,0,1
73055,22,1,23,8776812,655907,9432719,1,1,22,0.000003,0
89816,0,1,1,0,361845,361845,2,0.666667,22,0,1
81540,0,1,1,0,361845,361845,2,0.666667,22,0,1
10402,0,1,1,0,361845,361845,2,0.666667,22,0,1
36990,0,1,1,0,361845,361845,2,0.666667,22,0,1
63802,0,1,1,0,361845,361845,2,0.666667,22,0,1
23082,0,1,1,0,361845,361845,2,0.666667,22,0,1
